,ESTU_GENERO,ESTU_FECHANACIMIENTO,PERIODO,ESTU_CONSECUTIVO,ESTU_PAIS_RESIDE,ESTU_DEPTO_RESIDE,ESTU_COD_RESIDE_DEPTO,ESTU_MCPIO_RESIDE,ESTU_COD_RESIDE_MCPIO,ESTU_ESTADOCIVIL,ESTU_GRADUO_BACHILLER,ESTU_FECHAGRADOBACHILLER,ESTU_MES_TERMINOBACHILLER,ESTU_ANO_TERMINOBACHILLER,ESTU_ANO_EXAMENESTADO_SB11,ESTU_SEMESTRE_EXAMENESTADOSB11,ESTU_PORCENTAJECREDITOSAPROB,ESTU_VALORMATRICULAUNIVERSIDAD,ESTU_PAGOMATRICULABECA,ESTU_PAGOMATRICULACREDITO,ESTU_PAGOMATRICULAPADRES,ESTU_PAGOMATRICULAPROPIO,ESTU_SEMESTRECURSA,ESTU_ULTIMOGRADOAPROBO,ESTU_ANOTERMINOULTIMOGRADO,ESTU_VECESPRESENTOEXAMEN,FAMI_HOGARACTUAL,FAMI_CABEZAFAMILIA,FAMI_NUMPERSONASACARGO,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_OCUPACIONPADRE,FAMI_OCUPACIONMADRE,FAMI_ESTRATOVIVIENDA,FAMI_NIVEL_SISBEN,FAMI_PERSONASHOGAR,FAMI_CUARTOSHOGAR,FAMI_PISOS_HOGAR,FAMI_TIENEINTERNET,FAMI_TIENE_SERVICIOTV,FAMI_TIENECOMPUTADOR,FAMI_TIENELAVADORA,FAMI_TIENE_MICROONDAS,FAMI_TIENE_HORNO,FAMI_TIENEAUTOMOVIL,FAMI_TIENE_DVD,FAMI_TIENE_NEVERA,FAMI_TIENE_CELULAR,FAMI_TELEFONO,FAMI_INGRESO_FMILIAR_MENSUAL,ESTU_TRABAJA_ACTUALMENTE,ESTU_HORASSEMANATRABAJA,INST_NOMBRE_INSTITUCION,ESTU_PRGM_ACADEMICO,GRUPOREFERENCIA,ESTU_PRGM_CODMUNICIPIO,ESTU_PRGM_MUNICIPIO,ESTU_PRGM_DEPARTAMENTO,ESTU_NIVEL_PRGM_ACADEMICO,ESTU_METODO_PRGM,ESTU_INST_CODMUNICIPIO,ESTU_INST_MUNICIPIO,INST_CARACTER_ACADEMICO,INST_ORIGEN,MOD_RAZONA_CUANTITAT_PUNT,MOD_LECTURA_CRITICA_PUNT,MOD_COMPETEN_CIUDADA_PUNT,MOD_INGLES_PUNT,MOD_INGLES_DESEM,MOD_COMUNI_ESCRITA_PUNT,MOD_COMUNI_ESCRITA_DESEM,ESTU_ANO_EGRESO,ESTU_TOMO_CURSOPREPARACION,ESTU_CURSODOCENTESIES,ESTU_CURSOIESAPOYOEXTERNO,ESTU_CURSOIESEXTERNA,ESTU_SIMULACROTIPOICFES,ESTU_ACTIVIDADREFUERZOAREAS,ESTU_ACTIVIDADREFUERZOGENERIC,TOTAL,COD_DPTO,NOM_DPTO,COD_MPIO,NOM_MPIO,TIPO,LATITUD,LONGITUD,YEAR,ESTU_ETNIA,ESTU_LIMITA_MOTRIZ,ESTU_LIMITA_INVIDENTE,ESTU_LIMITA_SORDOCONINTERPRETE,ESTU_LIMITA_SORDOSININTERPRETE,ESTU_LIMITA_SORDOCEGUERA
54,F,14/02/1991,20121,EK201210055264,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2007.0,Segundo semestre,Más del 90%,Más de 5 millones,Si,Si,Si,No,08,,,,Es temporal por razones de estudio u otra razón,No,Ninguna,Educación profesional completa,Postgrado,Pensionado,Empleado de nivel técnico o profesional,Estrato 4,No está clasificada por el SISBEN,Tres,Dos,"Madera pulida, baldosa, tableta, mármol, alfombra",No,No,Si,No,No,No,Si,Si,Si,Si,No,Entre 3 y menos de 5 SMLV,No,,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,INGENIERIA QUIMICA,INGENIERÍA,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,13.7,12.2,13.9,14.4,B+,11.7,6.0,,,,,,,,,71.89999999999999,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2012,,,,,,
55,F,08/05/1988,20123,EK201230034689,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,23/06/06,Junio,2006.0,2006.0,Primer semestre,Más del 90%,Más de 5 millones,,,Si,,11,,,Dos veces,Es habitual o permanente,No,Ninguna,Primaria completa,,,Hogar,Estrato 4,No está clasificada por el SISBEN,Cuatro,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,,Si,Si,Si,Si,Si,Si,Si,Si,Entre 7 y menos de 10 SMLV,,Doce,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,MATEMATICAS,CIENCIAS NATURALES Y EXACTAS,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,12.5,10.9,13.3,14.3,B+,12.8,8.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,71.8,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2012,,,,,,
56,M,13/10/1988,20121,EK201210027682,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2005.0,Segundo semestre,Más del 90%,Más de 5 millones,Si,Si,Si,No,11,,,,Es habitual o permanente,No,Ninguna,Postgrado,Educación profesional completa,Directivo,Hogar,Estrato 3,No está clasificada por el SISBEN,Cinco,Cuatro,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 3 y menos de 5 SMLV,"Si, práctica obligatoria del programa de estudios",Seis,COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO-BOGOTÁ D.C.,CIENCIA POLITICA Y GOBIERNO,CIENCIAS SOCIALES,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,14.5,12.9,13.9,12.8,B+,11.7,6.0,,,,,,,,,71.8,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2012,,,,,,
57,F,27/05/1987,20121,EK201210021221,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2004.0,Segundo semestre,Más del 90%,Más de 5 millones,,,Si,,10,,,,Es habitual o permanente,No,Ninguna,Postgrado,Postgrado,Directivo,Empleado de nivel técnico o profesional,Estrato 4,No está clasificada por el SISBEN,Dos,Dos,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 5 y menos de 7 SMLV,"Si, práctica obligatoria del programa de estudios",Veinte,COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO-BOGOTÁ D.C.,RELACIONES INTERNACIONALES,CIENCIAS SOCIALES,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,10.9,12.9,12.8,14.4,B+,12.8,8.0,,,,,,,,,71.8,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2012,,,,,,
58,F,19/12/1990,20121,EK201210023513,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2006.0,Segundo semestre,Más del 90%,Más de 5 millones,No,Si,No,No,10,,,,Es habitual o permanente,No,Ninguna,Postgrado,Educación profesional completa,Empleado de nivel auxiliar o administrativo,Hogar,Estrato 5,No está clasificada por el SISBEN,Nueve,Cuatro,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,10 o más SMLV,"Si, práctica obligatoria del programa de estudios",Veinte,UNIVERSIDAD EXTERNADO DE COLOMBIA-BOGOTÁ D.C.,GOBIERNO Y RELACIONES INTERNACIONALES,CIENCIAS SOCIALES,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,12.2,12.5,13.9,13.9,B+,12.3,7.0,,,,,,,,,71.8,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2012,,,,,,
59,M,15/05/1991,20123,EK201230028471,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2008.0,Segundo semestre,Más del 90%,Más de 5 millones,,Si,Si,,07,,,,Es habitual o permanente,No,Ninguna,Postgrado,Educación profesional incompleta,Directivo,Hogar,Estrato 4,No está clasificada por el SISBEN,Cuatro,Tres,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 7 y menos de 10 SMLV,"Si, para adquirir experiencia y/o recursos para sus gastos personales",Seis,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,ADMINISTRACION DE EMPRESAS,ADMINISTRACIÓN Y AFINES,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,13.8,11.2,12.0,13.6,B+,13.1,8.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,71.7,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2012,,,,,,
60,M,05/09/1991,20123,EK201230031908,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2008.0,Segundo semestre,Menos del 75%,Más de 5 millones,,Si,,,08,,,,Es temporal por razones de estudio u otra razón,No,Ninguna,Educación profesional completa,Postgrado,Profesional independiente,Empleado de nivel técnico o profesional,Estrato 4,No está clasificada por el SISBEN,Cinco,Tres,"Madera burda, tabla, tablón",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 7 y menos de 10 SMLV,No,,UNIVERSIDAD EXTERNADO DE COLOMBIA-BOGOTÁ D.C.,FINANZAS Y RELACIONES INTERNACIONALES,ADMINISTRACIÓN Y AFINES,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,12.7,11.2,13.3,15.0,B+,12.5,7.0,,Si,Menos de 20 horas,No tomó Curso,No tomó curso,Si,No,No,71.7,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2012,,,,,,
61,M,31/03/1989,20121,EK201210052316,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2005.0,Primer semestre,Entre el 81% y el 90%,Más de 5 millones,,,Si,,08,,,,Es habitual o permanente,No,Ninguna,Postgrado,Educación profesional completa,Empleado de nivel técnico o profesional,Hogar,Estrato 3,No está clasificada por el SISBEN,Cuatro,Cuatro,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Entre 1 y menos de 2 SMLV,"Si, para adquirir experiencia y/o recursos para sus gastos personales",Veinte,"FUNDACION UNIVERSIDAD DE BOGOTA""JORGE TADEO LOZANO""-BOGOTÁ D.C.",DISEÑO GRAFICO,BELLAS ARTES Y DISEÑO,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,11.9,12.9,12.8,13.3,B+,12.8,8.0,,,,,,,,,71.7,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2012,,,,,,
62,M,17/07/1991,20123,EK201230033196,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2009.0,Primer semestre,Entre el 76% y el 80%,Más de 5 millones,No,No,Si,No,07,,,,Es habitual o permanente,No,Ninguna,Postgrado,Postgrado,Empresario,Empresario,Estrato 6,No está clasificada por el SISBEN,Seis,Cinco,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,10 o más SMLV,"Si, para adquirir experiencia y/o recursos para sus gastos personales",Cinco,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,INGENIERIA BIOMEDICA,INGENIERÍA,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,14.4,12.7,12.4,15.0,B+,11.2,6.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,71.7,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2012,,,,,,
63,F,21/03/1992,20123,EK201230012289,COLOMBIA,ANTIOQUIA,5.0,MEDELLÍN,5001.0,Soltero,,,,,2008.0,Segundo semestre,Entre el 76% y el 80%,Entre 500 mil y menos de 1 millón,,,Si,,08,,,,Es habitual o permanente,No,Ninguna,Educación profesional completa,Educación profesional completa,Directivo,Hogar,Estrato 5,No está clasificada por el SISBEN,Tres,Dos,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,No,No,Si,Si,Si,Entre 5 y menos de 7 SMLV,No,,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,CIENCIA POLITICA,CIENCIAS SOCIALES,5001,MEDELLÍN,ANTIOQUIA,UNIVERSITARIO,PRESENCIAL,5001,MEDELLÍN,UNIVERSIDAD,OFICIAL NACIONAL,13.8,12.7,13.2,13.3,B+,13.0,8.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,74.0,5,ANTIOQUIA,5001,MEDELLÍN,Municipio,"6,257590259","-75,61103107",2012,,,,,,
64,M,09/05/1990,20121,EK201210003959,COLOMBIA,ANTIOQUIA,5.0,MEDELLÍN,5001.0,Soltero,,,,,2006.0,Segundo semestre,Entre el 81% y el 90%,Más de 5 millones,Si,,,,08,,,,Es temporal por razones de estudio u otra razón,No,Ninguna,Educación profesional completa,Educación profesional completa,Empleado obrero u operario,Otra actividad u ocupación,Estrato 4,No está clasificada por el SISBEN,Cuatro,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Entre 7 y menos de 10 SMLV,"Si, práctica obligatoria del programa de estudios",Dieciseis,UNIVERSIDAD EAFIT--MEDELLIN,MUSICA,BELLAS ARTES Y DISEÑO,5001,MEDELLÍN,ANTIOQUIA,UNIVERSITARIO,PRESENCIAL,5001,MEDELLÍN,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,14.5,12.5,13.9,14.4,B+,11.8,6.0,,,,,,,,,73.1,5,ANTIOQUIA,5001,MEDELLÍN,Municipio,"6,257590259","-75,61103107",2012,,,,,,
65,F,22/07/1988,20123,EK201230009904,COLOMBIA,ANTIOQUIA,5.0,MEDELLÍN,5001.0,Soltero,,,,,2006.0,Segundo semestre,Entre el 81% y el 90%,Más de 5 millones,,Si,Si,,12 o más,,,,Es habitual o permanente,No,Ninguna,Postgrado,Educación profesional completa,Director o Gerente General,Profesional independiente,Estrato 6,No está clasificada por el SISBEN,Nueve,Cuatro,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,10 o más SMLV,No,,UNIVERSIDAD CES-MEDELLIN,MEDICINA,MEDICINA,5001,MEDELLÍN,ANTIOQUIA,UNIVERSITARIO,PRESENCIAL,5001,MEDELLÍN,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,12.9,12.1,12.5,14.4,B+,13.1,8.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,73.0,5,ANTIOQUIA,5001,MEDELLÍN,Municipio,"6,257590259","-75,61103107",2012,,,,,,
66,M,12/12/1986,20121,EK201210008146,COLOMBIA,ANTIOQUIA,5.0,MEDELLÍN,5001.0,Soltero,,,,,2004.0,Segundo semestre,Más del 90%,Entre 500 mil y menos de 1 millón,No,No,Si,Si,10,,,,Es habitual o permanente,Si,Ninguna,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Trabajador por cuenta propia,Estrato 5,Nivel 3,Dos,Dos,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 3 y menos de 5 SMLV,"Si, para contribuir a pagar su matrícula y/o los gastos del hogar",Veinte,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,INGENIERIA DE SISTEMAS E INFORMATICA,INGENIERÍA,5001,MEDELLÍN,ANTIOQUIA,UNIVERSITARIO,PRESENCIAL,5001,MEDELLÍN,UNIVERSIDAD,OFICIAL NACIONAL,14.5,12.9,13.9,13.9,B+,11.8,6.0,,,,,,,,,73.0,5,ANTIOQUIA,5001,MEDELLÍN,Municipio,"6,257590259","-75,61103107",2012,,,,,,
67,M,25/11/1990,20121,EK201210006947,COLOMBIA,ANTIOQUIA,5.0,MEDELLÍN,5001.0,Soltero,,,,,2007.0,Segundo semestre,Entre el 76% y el 80%,Más de 5 millones,Si,No,Si,No,09,,,,Es habitual o permanente,No,Ninguna,Postgrado,Postgrado,Empleado de nivel técnico o profesional,Pensionado,Estrato 4,No está clasificada por el SISBEN,Tres,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,Entre 5 y menos de 7 SMLV,"Si, práctica obligatoria del programa de estudios",Veinte,UNIVERSIDAD EAFIT--MEDELLIN,INGENIERIA MECANICA,INGENIERÍA,5001,MEDELLÍN,ANTIOQUIA,UNIVERSITARIO,PRESENCIAL,5001,MEDELLÍN,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,15.9,12.5,12.1,13.3,B+,12.1,7.0,,,,,,,,,72.89999999999999,5,ANTIOQUIA,5001,MEDELLÍN,Municipio,"6,257590259","-75,61103107",2012,,,,,,
68,F,16/04/1990,20123,EK201230036315,COLOMBIA,ANTIOQUIA,5.0,MEDELLÍN,5001.0,Soltero,,,,,2007.0,Segundo semestre,Más del 90%,Más de 5 millones,Si,Si,Si,,10,,,,Es habitual o permanente,No,Ninguna,Educación profesional completa,Educación profesional completa,Pensionado,Hogar,Estrato 4,No está clasificada por el SISBEN,Cuatro,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 5 y menos de 7 SMLV,No,,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,MICROBIOLOGIA,CIENCIAS NATURALES Y EXACTAS,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,14.4,11.4,12.5,15.0,B+,12.6,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.89999999999999,5,ANTIOQUIA,5001,MEDELLÍN,Municipio,"6,257590259","-75,61103107",2012,,,,,,
69,M,02/08/1983,20121,EK201210006940,COLOMBIA,ANTIOQUIA,5.0,MEDELLÍN,5001.0,Soltero,,,,,2000.0,Primer semestre,Más del 90%,Entre 1 millón y menos de 3 millones,,,Si,,12 o más,,,,Es habitual o permanente,No,Ninguna,Educación profesional completa,Técnica o tecnológica completa,Empleado obrero u operario,Trabajador por cuenta propia,Estrato 2,No está clasificada por el SISBEN,Tres,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Entre 3 y menos de 5 SMLV,No,,UNIVERSIDAD EAFIT--MEDELLIN,INGENIERIA DE PROCESOS,INGENIERÍA,5001,MEDELLÍN,ANTIOQUIA,UNIVERSITARIO,PRESENCIAL,5001,MEDELLÍN,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,12.2,12.2,12.8,14.4,B+,12.9,8.0,,,,,,,,,72.5,5,ANTIOQUIA,5001,MEDELLÍN,Municipio,"6,257590259","-75,61103107",2012,,,,,,
70,F,08/02/1989,20123,EK201230005663,COLOMBIA,ANTIOQUIA,5.0,MEDELLÍN,5001.0,Soltero,,,,,2006.0,Segundo semestre,Más del 90%,Entre 1 millón y menos de 3 millones,Si,,,,12 o más,,,,Es habitual o permanente,No,Ninguna,Educación profesional completa,Educación profesional completa,Profesional independiente,Profesional independiente,Estrato 4,No está clasificada por el SISBEN,Tres,Tres,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 3 y menos de 5 SMLV,No,,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,MEDICINA,MEDICINA,5001,MEDELLÍN,ANTIOQUIA,UNIVERSITARIO,PRESENCIAL,5001,MEDELLÍN,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,13.8,11.4,13.3,15.0,B+,11.9,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.4,5,ANTIOQUIA,5001,MEDELLÍN,Municipio,"6,257590259","-75,61103107",2012,,,,,,
71,M,27/09/1990,20121,EK201210008351,COLOMBIA,ANTIOQUIA,5.0,MEDELLÍN,5001.0,Soltero,,,,,2007.0,Segundo semestre,Más del 90%,Menos de 500 mil,No,Si,No,No,08,,,,Es habitual o permanente,No,Ninguna,Educación profesional completa,Educación profesional completa,Pensionado,Otra actividad u ocupación,Estrato 3,Esta clasificada en otro nivel del SISBEN,Cinco,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 7 y menos de 10 SMLV,"Si, para adquirir experiencia y/o recursos para sus gastos personales",Veinte,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,CONTADURIA PUBLICA,CONTADURÍA Y AFINES,5001,MEDELLÍN,ANTIOQUIA,UNIVERSITARIO,PRESENCIAL,5001,MEDELLÍN,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,12.2,12.5,13.9,12.8,B+,13.0,8.0,,,,,,,,,72.4,5,ANTIOQUIA,5001,MEDELLÍN,Municipio,"6,257590259","-75,61103107",2012,,,,,,
72,M,23/12/1989,20123,EK201230010054,COLOMBIA,ANTIOQUIA,5.0,MEDELLÍN,5001.0,Soltero,,,,,2007.0,Segundo semestre,Entre el 81% y el 90%,Más de 5 millones,No,No,Si,Si,09,,,,Es habitual o permanente,No,Ninguna,Postgrado,Postgrado,Pensionado,Directivo,Estrato 6,No está clasificada por el SISBEN,Cuatro,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 5 y menos de 7 SMLV,No,,UNIVERSIDAD PONTIFICIA BOLIVARIANA-MEDELLIN,INGENIERIA AERONAUTICA,INGENIERÍA,5001,MEDELLÍN,ANTIOQUIA,UNIVERSITARIO,PRESENCIAL,5001,MEDELLÍN,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,12.9,12.4,11.6,14.4,B+,12.9,8.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.2,5,ANTIOQUIA,5001,MEDELLÍN,Municipio,"6,257590259","-75,61103107",2012,,,,,,
73,M,20/01/1989,20123,EK201230005799,COLOMBIA,ANTIOQUIA,5.0,MEDELLÍN,5001.0,Soltero,,,,,2006.0,Segundo semestre,Entre el 81% y el 90%,No pagó matrícula,,,,,12 o más,,,,Es habitual o permanente,No,Ninguna,Educación profesional completa,Postgrado,Profesional independiente,Profesional independiente,Estrato 4,No está clasificada por el SISBEN,Tres,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,10 o más SMLV,"Si, práctica obligatoria del programa de estudios",Veinte,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,MEDICINA,MEDICINA,5001,MEDELLÍN,ANTIOQUIA,UNIVERSITARIO,PRESENCIAL,5001,MEDELLÍN,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,13.7,12.8,13.3,15.0,B+,11.4,6.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.2,5,ANTIOQUIA,5001,MEDELLÍN,Municipio,"6,257590259","-75,61103107",2012,,,,,,
74,F,16/04/1989,20123,EK201230004679,COLOMBIA,ANTIOQUIA,5.0,MEDELLÍN,5001.0,Soltero,,,,,2005.0,Segundo semestre,Entre el 81% y el 90%,Entre 1 millón y menos de 3 millones,,,Si,,12 o más,,,,Es temporal por razones de estudio u otra razón,No,Ninguna,Postgrado,Postgrado,Empleado de nivel técnico o profesional,Director o Gerente General,Estrato 6,No está clasificada por el SISBEN,Dos,Dos,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 3 y menos de 5 SMLV,No,,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,MEDICINA,MEDICINA,5001,MEDELLÍN,ANTIOQUIA,UNIVERSITARIO,PRESENCIAL,5001,MEDELLÍN,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,12.6,12.8,12.5,15.0,B+,12.0,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,71.9,5,ANTIOQUIA,5001,MEDELLÍN,Municipio,"6,257590259","-75,61103107",2012,,,,,,
75,M,31/07/1990,20123,EK201230006081,COLOMBIA,ANTIOQUIA,5.0,MEDELLÍN,5001.0,Soltero,,,,,2006.0,Segundo semestre,Más del 90%,No pagó matrícula,,,,,10,,,,Es habitual o permanente,No,Ninguna,Secundaria (Bachillerato) completa,Educación profesional completa,Otra actividad u ocupación,Empleado de nivel técnico o profesional,Estrato 3,Nivel 3,Tres,Dos,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,No,Si,Si,No,No,No,Si,Si,Si,Si,Entre 3 y menos de 5 SMLV,"Si, para adquirir experiencia y/o recursos para sus gastos personales",Veinte,UNIVERSIDAD EAFIT--MEDELLIN,INGENIERIA CIVIL,INGENIERÍA,5001,MEDELLÍN,ANTIOQUIA,UNIVERSITARIO,PRESENCIAL,5001,MEDELLÍN,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,12.5,13.8,11.6,15.0,B+,12.0,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,71.9,5,ANTIOQUIA,5001,MEDELLÍN,Municipio,"6,257590259","-75,61103107",2012,,,,,,
